Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
393485,2020-11-22 20:09:11,3590736522064285,fraud_Jacobi and Sons,shopping_pos,3.12,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,622e99768b67a3107e1bda7ea9d16042,1385150951,35.201189,-92.420342,0
147713,2020-08-11 14:38:42,3567879740649740,"fraud_Ledner, Hartmann and Feest",health_fitness,76.62,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,54db045c98b961a14d76bca0eb17c600,1376231922,43.612736,-75.038865,0
528627,2020-12-26 07:29:56,4067137330196900,fraud_Friesen-D'Amore,gas_transport,53.67,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,1b2123bfc88aefe9ada1037e0aa77b5d,1388042996,33.519605,-87.824751,0
110301,2020-07-29 08:39:01,4716561796955522,fraud_Pacocha-O'Reilly,grocery_pos,100.82,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,008f98299305f1c98e049d6a994fd372,1375087141,47.586769,-112.919378,0
496396,2020-12-19 01:52:05,60422928733,"fraud_Douglas, Schneider and Turner",shopping_pos,4.81,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,0b8b11d60c94a31dce15968836b0ebd3,1387417925,33.377856,-82.046976,0
53020,2020-07-09 14:37:52,344342339068828,fraud_Connelly PLC,food_dining,73.87,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,2e2e48a4d60240b5967213464ba61253,1373380672,31.868304,-80.532702,0
120240,2020-08-02 16:03:32,4477156602511939689,fraud_Kihn-Fritsch,food_dining,76.08,Angela,Ross,F,0107 Clements Point,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,1992-12-29,618c55e6c5e936b765e596f7aa0ce7c6,1375459412,39.948398,-111.227695,0
15596,2020-06-26 18:11:48,3529597810116815,"fraud_Kihn, Abernathy and Douglas",shopping_net,4.06,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,1986-12-17,ef67e45293ea17a1a3693e7a9b24972c,1372270308,40.421422,-77.59805,0
439741,2020-12-06 17:32:38,4951647200979051,fraud_Boyer PLC,shopping_net,4.21,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,676eea675a1270c986633fd428b3ce95,1386351158,37.777088,-88.789627,0
231673,2020-09-12 23:32:34,4198470814557,"fraud_Heathcote, Yost and Kertzmann",shopping_net,6.13,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,c5a3ff07a42cf4a0a7b50a1c17859881,1379028754,41.301935,-95.64459,0
282049,2020-10-04 21:03:38,630451534402,fraud_Gleason and Sons,kids_pets,13.39,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,640348200ae5f679c23c544575d3257a,1380920618,46.792382,-87.255292,0
92619,2020-07-23 12:09:59,4427805710168,fraud_Graham and Sons,health_fitness,19.68,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,df56e93cbe61add88effe74ddb48c4eb,1374581399,33.952718,-105.747242,0
129650,2020-08-05 01:25:15,2348245054386329,fraud_Jewess LLC,shopping_pos,4.9,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,e4dcdd65f3fb2a90f611dac1afc73930,1375665915,41.948248,-79.025993,0
217822,2020-09-06 20:35:04,3576431665303017,fraud_Jacobi Inc,health_fitness,143.66,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,9af426e60fbf43ff86c3815eceb86e8c,1378499704,33.389689000000004,-112.399546,0
204060,2020-08-31 21:09:12,30290551782700,fraud_Harris Group,food_dining,170.01,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,6052c92796d026feaf4aa4ed0b659ad4,1377983352,37.368699,-88.57388399999999,0
457185,2020-12-10 00:17:55,5456776410929288,"fraud_Zboncak, Rowe and Murazik",shopping_net,5.34,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,c0ab403dbd2e15ef7e2b35abf0eb97ee,1386634675,40.787695,-80.543876,0
495560,2020-12-18 20:59:06,4302480582202074,fraud_Donnelly LLC,entertainment,143.11,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,c7176f1cf510c965bd089146b9b3245d,1387400346,44.040259000000006,-86.398409,0
91379,2020-07-22 19:28:56,5559857416065248,fraud_Goyette-Gerhold,kids_pets,101.7,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,623dbbf642c8fbdac8fbfc4844d6e3e4,1374521336,42.590186,-123.225923,0
331862,2020-10-26 14:06:46,342351256941125,fraud_Schmeler-Howe,personal_care,6.83,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1990-06-08,681aa17fa013f506c946b76c9c1ba387,1382796406,33.331668,-82.89251999999999,0
277815,2020-10-03 00:15:36,3568255211412877,fraud_Torp-Labadie,gas_transport,76.9,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,2f575b088e9e765d2a3d95aca1191797,1380759336,40.834579,-85.979628,0
242587,2020-09-17 04:02:10,342952484382519,fraud_Goodwin-Nitzsche,grocery_pos,346.12,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,580dc13e5bd2927b6878262a74cd3f5b,1379390530,41.321631,-73.10114200000001,1
311608,2020-10-17 23:12:34,3561212938177173,"fraud_Cole, Hills and Jewess",home,22.56,Jose,Campbell,M,550 Cunningham Squares,Dadeville,AL,36853,32.8224,-85.7704,8269,Minerals surveyor,1977-01-04,ceb969b595c22d742fdb099e998068c4,1382051554,31.897182,-86.277472,0
88349,2020-07-21 15:49:11,340103199302564,fraud_Kirlin and Sons,personal_care,27.86,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,1934-02-09,811374b5597d40d6fc7cd3c5d1e82ec6,1374421751,35.796713000000004,-80.393487,0
257601,2020-09-23 15:48:25,503848303379,fraud_Dickinson Ltd,personal_care,90.96,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,6cb28d05a646ac27b370a7e0abef856b,1379951305,26.418538,-81.426799,0
269731,2020-09-29 00:40:58,4169388510116,fraud_Bartoletti-Wunsch,gas_transport,62.32,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,b8c816801c20f1532ffff5fe05aeffd5,1380415258,42.777122,-76.596887,0
187357,2020-08-25 16:47:43,3559160581764413,fraud_Bernhard-Lesch,food_dining,72.94,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,cf3976b3998fd5a1f000c1ee6f5c79bf,1377449263,43.050774,-78.38018100000001,0
22269,2020-06-29 01:34:51,2280870154157385,"fraud_Streich, Hansen and Veum",gas_transport,59.92,Katherine,Cooper,F,3854 Lauren Springs Suite 648,Oakford,IL,62673,40.0994,-89.9601,530,Transport planner,1967-09-23,0373c40575f8d5c7d4db17c5b36fd291,1372469691,40.351290000000006,-90.443538,0
195269,2020-08-29 04:11:45,342952484382519,"fraud_Olson, Becker and Koch",gas_transport,81.7,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,2fa7cdbdb5897953515e393719b99481,1377749505,42.097567,-72.648488,0
391841,2020-11-22 05:37:00,4958589671582726883,fraud_Parisian and Sons,gas_transport,86.35,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,81a5ad49884690308a6eb381ef26faf9,1385098620,38.633282,-77.63363100000001,0
506437,2020-12-21 05:34:07,2283743876903625,fraud_Sporer Inc,gas_transport,79.97,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,f0d65f1f984ff28cf6e28f8dcf4f226d,1387604047,34.152968,-84.528643,0
222647,2020-09-08 10:47:27,370348764075623,fraud_Flatley-Durgan,misc_net,6.78,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,d85475a6b1b3845433e61476f9727e70,1378637247,30.158831,-91.294442,0
537137,2020-12-28 01:34:50,377550167323848,fraud_Wiza LLC,misc_pos,8.49,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.23899999999999,23045,Tourist information centre manager,1958-09-02,116f080aa5f696245e345807adae4d7d,1388194490,45.047057,-71.107229,0
342954,2020-10-31 17:36:06,4087542780207162,fraud_Lemke and Sons,travel,10.53,Nicole,Dominguez,F,537 Brian Island,Guthrie,OK,73044,35.833,-97.436,20226,Retail manager,1969-11-08,fda0f251f96653a5c9ca2c44f9225158,1383240966,34.887631,-97.895563,1
254856,2020-09-22 11:35:08,4855488158131690372,fraud_Kihn Inc,shopping_pos,125.87,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,503a27a2c5792d99a935ce3ef9ecd9d6,1379849708,44.856693,-71.98209399999999,0
158150,2020-08-16 02:31:05,30270432095985,"fraud_Connelly, Reichert and Fritsch",gas_transport,44.72,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,0dedabb2c7a5e4f79e1508ea2ba1ce91,1376620265,39.890846,-91.876676,0
188782,2020-08-26 00:13:56,4149238353975790,fraud_Heathcote LLC,shopping_net,89.97,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,12f4270c9c12613a5de64f6093635d73,1377476036,40.549416,-80.617114,0
237348,2020-09-14 21:36:10,4099707841315751,fraud_Hermann and Sons,shopping_pos,101.72,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,4750d32a5f826db6bf177f793f08789e,1379194570,38.668098,-78.969729,0
48946,2020-07-07 18:07:14,3502088871723054,fraud_Dietrich-Fadel,health_fitness,72.36,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,a96c8a6e436d232d6dd9f4a61331d674,1373220434,39.663621,-76.82772800000001,0
117745,2020-08-01 20:14:38,3553629419254918,"fraud_Walter, Hettinger and Kessler",personal_care,8.55,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,4cb6955d6f3cac7e62a573530bc53a8b,1375388078,48.58249,-121.791147,0
521636,2020-12-24 07:59:20,4586260469584,"fraud_Lind, Huel and McClure",gas_transport,60.72,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,8c4d2c4d76c217e1963b5dd7950abf96,1387871960,40.188901,-94.322524,0
277021,2020-10-02 15:55:12,4149238353975790,fraud_Lesch Ltd,shopping_pos,147.54,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,c4f493732c88929f49cb169798101782,1380729312,40.001412,-80.54603399999999,0
35945,2020-07-03 21:42:29,3533742182628021,"fraud_Witting, Beer and Ernser",home,10.25,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,32b177b6430b7f8aa63a242c059365a0,1372887749,33.416671,-79.269882,0
171917,2020-08-20 13:42:18,4044436772018844508,fraud_Wilkinson PLC,kids_pets,52.39,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,1970-11-09,9c10f9e4099abb2b57b5c4ee2e1888dc,1377006138,39.867552,-84.753169,0
440067,2020-12-06 18:43:07,4745996322265,"fraud_Nienow, Barrows and Romaguera",personal_care,48.38,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,7baa8f391863119951d7319d696999c3,1386355387,41.2657,-86.405793,0
99810,2020-07-26 11:53:42,4005676619255478,"fraud_Stroman, Hudson and Erdman",gas_transport,93.18,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1994-05-31,68c800879acc1556419786e8b58efbbe,1374839622,30.378403,-91.068083,0
19611,2020-06-28 08:53:27,180056173248083,fraud_Koepp-Witting,grocery_pos,115.43,Larry,Warner,M,145 Jeffrey Key Suite 668,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,1976-01-15,668defc015569815f71b5db0f6d18676,1372409607,43.11421,-85.96439699999999,0
218975,2020-09-07 07:17:17,3562679455732797,fraud_Boyer PLC,misc_pos,513.51,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,e440f7178ce26e8b3c7974343f6ea9a1,1378538237,38.889922,-76.376451,0
48468,2020-07-07 15:44:12,4956828990005111019,fraud_Thompson-Gleason,health_fitness,20.19,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,8eb8af94d696489bc8d95290b42ce927,1373211852,40.818372,-73.977818,0
122236,2020-08-03 04:25:06,676314217768,"fraud_Ferry, Lynch and Kautzer",misc_net,797.29,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,1972-12-31,67717740079754f9ec7b9945c695b46b,1375503906,38.867199,-93.860302,0
546546,2020-12-29 15:06:30,3541160328600277,"fraud_Schumm, McLaughlin and Carter",food_dining,5.82,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,08aa1648a24bd93e27e3f9e7fdd7ab2f,1388329590,39.018254,-90.293751,0
227568,2020-09-10 20:34:54,30270432095985,fraud_Abernathy and Sons,food_dining,4.34,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,b4f8e4ed2e2332df0a74429307f04d00,1378845294,41.193869,-90.296356,0
336698,2020-10-28 01:47:21,573860193545,fraud_Heidenreich PLC,grocery_pos,61.41,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,e107c877d92932cfac41f52587145cbc,1382924841,42.859266,-88.194811,0
153597,2020-08-14 01:59:16,6011492816282597,fraud_Schamberger-O'Keefe,grocery_pos,66.95,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,3b46fd4872f004bfbee3c709ff07d032,1376445556,33.938171000000004,-93.06141,0
159325,2020-08-16 12:35:53,4181833256558613886,fraud_Emmerich-Rau,personal_care,12.84,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,cf3c26114760c710e277db948e15c43e,1376656553,36.886913,-105.357177,0
145976,2020-08-11 02:22:55,6011148190095209,fraud_Pacocha-O'Reilly,grocery_pos,213.91,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,00e81c581bda628226bcc3ca45962d39,1376187775,38.217844,-122.998656,0
529252,2020-12-26 12:12:04,4810789809665942990,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,22.93,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,c157d04d9286cd464946c370201417d1,1388059924,39.583883,-84.702641,0
128255,2020-08-04 17:16:50,6011893664860915,"fraud_Zboncak, Rowe and Murazik",shopping_net,1.97,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,513bf8f7f55b5335168b629e06b63d15,1375636610,39.377492,-104.368473,0
134488,2020-08-07 12:55:20,4855488158131690372,fraud_Kozey-Kuhlman,personal_care,80.28,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,9d2f97f90014a71611555ae56b2b2104,1375880120,43.679815000000005,-72.803572,0
24995,2020-06-29 18:21:53,2720433095629877,fraud_Johnston-Casper,travel,7.43,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,2e69994b349bfbae7140c0e2574ac894,1372530113,43.513576,-69.03752,0
174786,2020-08-21 18:46:02,4377338765909719,fraud_Champlin and Sons,home,59.69,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,ec7e4f4716c782937a42c967e98ead85,1377110762,35.704504,-83.394077,0
431331,2020-12-04 18:31:14,676245600876,fraud_Ernser-Lynch,food_dining,118.19,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,19ec59a3461d1aacefc3b60abf3b30b1,1386181874,25.872021,-79.779489,0
432820,2020-12-05 03:56:55,4260128500325,fraud_Kutch LLC,gas_transport,39.55,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,00ba1ebc0e2efb27b37c6d923b66bc62,1386215815,37.464759,-83.740226,0
543685,2020-12-29 02:41:27,6011934240159560,fraud_Fisher-Schowalter,shopping_net,91.41,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,64168273f940c7f82104c4b76f96f86c,1388284887,43.311292,-68.59270500000001,0
70209,2020-07-15 02:52:29,3527536963490470,fraud_Friesen-Stamm,gas_transport,68.37,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,8f48144022caf0de83c3dc2e97c3dff1,1373856749,33.309046,-80.27011,0
360374,2020-11-08 10:49:59,180094419304907,fraud_Vandervort-Funk,grocery_pos,200.55,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,1c9db0197102646a53add0f364c625ed,1383907799,33.945055,-117.613821,0
209563,2020-09-02 18:12:10,6011109736646996,fraud_Kassulke PLC,shopping_net,16.75,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,d1850ed98294a41d75b4ec509525f6b6,1378145530,34.589476,-78.237882,0
251184,2020-09-21 06:23:19,3551217896304745,fraud_Gislason Group,misc_pos,19.07,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,744bf5933a213dd3301396dc7e3f8928,1379744599,45.002024,-74.107102,0
2165,2020-06-22 01:15:53,30428204673351,"fraud_Rowe, Batz and Goodwin",grocery_pos,99.56,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,21188461d96176cbe49c1a7316b4cdd3,1371863753,40.560933,-77.212944,0
230193,2020-09-12 05:56:35,343819048608995,fraud_Bins-Rice,gas_transport,99.88,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,c8a0b70d0b6aeacb6ca20805ec97a8e4,1378965395,42.041722,-93.253771,0
48951,2020-07-07 18:08:31,4312133045694601139,"fraud_Kutch, Steuber and Gerhold",food_dining,31.37,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,1977-06-12,a612ac17b8d41a46b56349cfbfd81030,1373220511,40.220072,-77.521946,0
538669,2020-12-28 09:11:25,36721445180895,"fraud_Bahringer, Schoen and Corkery",shopping_pos,4.93,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,442b32278979f212aafe65412c83b4e5,1388221885,41.673587,-75.427616,0
181579,2020-08-24 04:23:53,180011453250192,fraud_Bailey-Morar,grocery_pos,89.73,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,39c8f613aa76fd4324c8dc17460e8dfe,1377318233,41.189065,-90.007109,0
126920,2020-08-04 09:18:49,36078114201167,fraud_Bins-Rice,gas_transport,77.09,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,c1a0bf84fe5ad454c695229fa76dc8bd,1375607929,37.201711,-82.742747,0
38681,2020-07-05 00:59:46,4874017206859125,fraud_Koepp-Witting,grocery_pos,187.51,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,68b14e5700e5fee59d4698b28caaed16,1372985986,46.379897,-123.657061,0
90697,2020-07-22 12:07:40,213154573301411,fraud_Renner Ltd,home,78.11,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,12016c4d34e2c2a4a489d8b4d1fc290f,1374494860,37.444743,-85.730414,0
292865,2020-10-09 15:02:25,38052002992326,"fraud_Zemlak, Tillman and Cremin",personal_care,14.02,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,dd2c5731122cab812d427fb66aee0b6f,1381330945,29.874523,-94.568641,0
490873,2020-12-17 15:42:36,373043435942726,fraud_Frami Group,entertainment,74.67,Vincent,Richards,M,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,87d395f3fbd0ee6cddc09d52e93eb007,1387294956,29.912416,-95.739209,0
430624,2020-12-04 14:50:56,4810789809665942990,fraud_Gleason and Sons,kids_pets,28.34,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,d4cefe6e3fe918eb762a429b2bbc4d32,1386168656,39.139378,-82.814697,0
177270,2020-08-22 20:39:16,2713913904780408,fraud_Erdman-Schaden,personal_care,23.0,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,179945b29db996ffc3b47afdb1a9c8b7,1377203956,32.017895,-92.080084,0
233610,2020-09-13 17:33:56,371985236239474,fraud_Bogisich-Weimann,kids_pets,78.41,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,c641de6a84a233744b16420d9c243267,1379093636,42.962115,-75.73959,0
420393,2020-12-01 17:47:49,3553629419254918,fraud_Pouros-Conroy,shopping_pos,2.65,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,57f79c10102e460b2b53c2744885e0ed,1385920069,49.281805,-121.81326,0
238291,2020-09-15 04:59:49,4003989662068504,fraud_Shields Inc,grocery_net,56.31,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,bfbe4626164269b9cfc0780da4d68cda,1379221189,32.985631,-87.503316,0
218233,2020-09-06 23:43:32,4683638447911,fraud_Upton PLC,entertainment,76.83,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,b5a39f5e1f310c4bfb345a11cfc48486,1378511012,30.861493,-92.175979,0
365703,2020-11-10 01:59:04,4777065439639721,"fraud_Johnston, Nikolaus and Maggio",grocery_net,49.12,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,71685fbfa8935959ff0914f2e93a5441,1384048744,40.634582,-75.346869,0
268160,2020-09-28 14:45:01,30270432095985,fraud_Towne LLC,misc_pos,9.42,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,586d0e43d8acb8d5b624bcae9320e1e0,1380379501,39.778413,-92.031217,0
214733,2020-09-05 15:18:15,4809701904914,fraud_Terry Ltd,home,43.88,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,fd455c561162bc8f4bcdbd4fa9477e6f,1378394295,32.708915000000005,-85.969899,0
415414,2020-11-30 21:43:32,3506042666828517,fraud_Cruickshank-Mills,entertainment,12.3,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,4cd08309ab0e276d5adc39417f325412,1385847812,38.569554,-82.127849,0
397431,2020-11-24 02:26:00,4855488158131690372,"fraud_Willms, Kris and Bergnaum",shopping_pos,143.96,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,fc9c059bbbc45d9f7e662868e9b1c993,1385259960,44.496831,-72.712701,0
507572,2020-12-21 11:07:38,30270432095985,fraud_Deckow-O'Conner,grocery_pos,111.28,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,11b7f9387d48061db5a5e4f82432e511,1387624058,41.449471,-90.353099,0
291452,2020-10-08 19:18:12,38295635583927,"fraud_Goyette, Howell and Collier",shopping_pos,27.77,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,a9117e2ea891a88fc6ec30c0124cee99,1381259892,33.911377,-99.578678,0
